   94375185, 2,  ACx, 8, 55 8B 7C 7E 62 70 7F 07 
   94375451, 2,  EAx, 8, 05 27 9C 27 FC 00 82 08 
   94376762, 2,  A3x, 8, 79 A7 4B 40 96 4E C0 2C 
   94377014, 2,  ECx, 8, 6C 07 00 00 90 9C 36 03 
   94378967, 2, 154x, 4, F2 07 00 00 
   94379438, 2,  B1x, 8, 6E 43 7F D1 03 59 08 31 
   94379929, 2,  74x, 8, 1B 17 00 08 80 00 00 00 
   94380175, 2,  2Fx, 8, E7 23 85 5F 00 20 FF 3F 
   94380544, 2,  96x, 8, 5E DE 82 3E 80 12 00 10 
   94380789, 2, 22Dx, 8, 09 00 49 98 08 50 B0 25 
   94381786, 2,  98x, 8, 02 57 2C 70 03 41 10 FF 
   94382974, 2, 490x, 8, FF 37 5F 07 FE D7 FC 1B 
   94384360, 2,  3Dx, 8, 53 0E 16 19 0D 00 00 FF 
   94384933, 2,  87x, 8, C6 08 00 00 00 00 05 38 
   94388142, 2,  AEx, 8, 54 13 6A 48 33 05 0C FF 
   94388388, 2, 239x, 8, 36 72 FF FF FF FF 7F FF 
   94389398, 2,  77x, 8, 97 0E F8 0D 08 08 D8 08 
   94389944, 2,  2Fx, 8, 61 24 85 5F 00 20 FF 3F 
   94390518, 2,  94x, 8, 00 2F 82 E9 19 94 80 00 
   94391719, 2, 2CFx, 8, 01 00 06 00 00 8D 0F 01 
   94393378, 2, 23Dx, 8, C5 07 00 00 00 00 00 08 
   94393972, 2, 158x, 4, AB 05 00 00 
   94394928, 2,  A1x, 8, A4 A8 4D 40 1A 4E C0 F3 
   94395174, 2,  ACx, 8, 98 8C 7D 7E 62 70 7F 07 
   94395427, 2,  EAx, 8, 7F 28 A0 27 FC 00 82 08 
   94396765, 2,  A3x, 8, C7 A8 4A 40 98 4F C0 2D 
   94397010, 2,  ECx, 8, E7 08 00 00 8E 9C 40 03 
   94397475, 2, 20Bx, 8, 04 00 A8 82 26 00 00 09 
   94398349, 2, 23Cx, 8, 25 03 C8 72 64 C8 72 64 
   94398970, 2, 154x, 4, 86 08 00 00 
   94399468, 2,  B1x, 8, 4B 45 7F D5 03 56 08 31 
   94399926, 2,  74x, 8, 5E 18 00 08 80 00 00 00 
   94400171, 2,  2Fx, 8, 45 25 86 5F 00 20 FF 3F 
   94400765, 2,  96x, 8, 0C D0 82 32 80 12 00 10 
   94401782, 2,  98x, 8, 03 58 2C 80 03 42 10 FF 
   94404390, 2,  3Dx, 8, 41 0F 15 18 0D 00 00 FF 
   94404930, 2,  87x, 8, 1E 09 00 00 00 00 05 38 
   94405585, 2,  83x, 8, CF 0D 7A 40 80 1F 20 7F 
   94408118, 2,  AEx, 8, 89 14 63 48 1A 05 0C FF 
   94408350, 2, 23Ex, 8, D6 03 23 16 ED D0 61 00 
   94408589, 2, 309x, 8, 2F 8D 01 46 00 00 44 80 
   94409251, 2, 122x, 8, 8A 12 04 0A 00 00 00 00 
   94409490, 2,  77x, 8, 9C 0F F4 0D 04 08 D4 08 
   94409941, 2,  2Fx, 8, AC 26 85 5F 00 20 FF 3F 
   94410644, 2,  94x, 8, F2 31 82 EA 19 94 80 00 
   94413382, 2, 23Dx, 8, 48 08 00 00 00 00 00 08 
   94413969, 2, 158x, 4, B9 06 00 00 
   94414931, 2,  A1x, 8, CC A9 4D 40 1B 4E C0 F4 
   94415184, 2,  ACx, 8, B4 8D 7D 7E 63 6F 7F 07 
   94415423, 2,  EAx, 8, B1 29 A1 27 FC 00 82 08 
   94416775, 2,  A3x, 8, 83 A9 4F 40 99 4F C0 2F 
   94417020, 2,  ECx, 8, 6D 09 00 00 8D 9C 47 03 
   94417396, 2, 507x, 8, 06 07 0A 02 00 00 00 00 
   94418966, 2, 154x, 4, B1 09 00 00 
   94419403, 2,  B1x, 8, B2 47 7F D7 03 5D 08 31 
   94419935, 2,  74x, 8, 8D 19 00 08 80 00 00 00 
   94420181, 2,  2Fx, 8, 88 27 86 5F 00 20 FF 3F 
   94420523, 2,  96x, 8, B1 D2 82 27 80 12 00 10 
   94420775, 2, 2F5x, 8, EC 5E 38 92 7F 00 40 04 
   94421779, 2,  98x, 8, 67 59 2D 80 03 44 10 FF 
   94424380, 2,  3Dx, 8, 82 00 15 18 0C 00 00 FF 
   94424933, 2,  87x, 8, 59 0A 00 00 00 00 05 38 
   94428073, 2,  AEx, 8, C2 15 5B 48 12 05 0C FF 
   94429377, 2,  77x, 8, 29 00 F4 0D 08 08 C8 08 
   94429951, 2,  2Fx, 8, 6C 28 85 5F 00 20 FF 3F 
   94430517, 2,  94x, 8, 4D 63 82 EB 19 94 80 00 
   94433378, 2, 23Dx, 8, 6C 09 00 00 00 00 00 08 
   94433965, 2, 158x, 4, 52 07 00 00 
   94434941, 2,  A1x, 8, 34 AA 4C 40 1C 4F C0 F6 
   94435194, 2,  ACx, 8, 0C 8E 7D 7F 63 6F 7F 07 
   94435433, 2,  EAx, 8, D8 2A A0 27 FC 80 81 08 
   94436771, 2,  A3x, 8, F8 AA 52 40 9A 50 C0 30 
   94437017, 2,  ECx, 8, C7 0A 00 00 8E 9C 4F 03 
   94438348, 2, 23Cx, 8, 1E 04 C8 72 64 C8 72 64 
   94438587, 2, 401x, 8, 78 6F 0B 00 00 70 00 00 
   94438969, 2, 154x, 4, 84 0A 00 00 
   94439440, 2,  B1x, 8, 80 49 7F D8 03 4D 08 31 
   94439932, 2,  74x, 8, 79 1A 00 08 80 00 00 00 
   94440178, 2,  2Fx, 8, 50 29 85 5F FF 1F FF 3F 
   94440533, 2,  96x, 8, D0 D4 82 1C 80 12 00 10 
   94441782, 2,  98x, 8, 85 5A 2E 90 03 44 10 FF 
   94443379, 2, 23Bx, 8, 00 F0 03 A0 FF FF 00 00 
   94443618, 2, 2F0x, 8, 89 02 00 00 B7 02 04 00 
   94443871, 2, 1E1x, 8, 8B 0E 00 35 0E 00 00 00 
   94444110, 2, 23Fx, 8, 20 88 FF 7F 00 08 08 70 
   94444383, 2,  3Dx, 8, FF 01 14 17 0C 00 00 FF 
   94444936, 2,  87x, 8, 81 0B 00 00 00 00 05 38 
   94445694, 2,  83x, 8, 90 0F 7A 40 80 23 20 7F 
   94447005, 2, 492x, 4, F0 F0 FE FE 
   94448097, 2,  AEx, 8, F5 16 54 48 10 05 0C FF 
   94448343, 2, 23Ex, 8, FB 04 23 16 ED D0 61 00 
   94449360, 2,  77x, 8, D3 01 F4 0D 04 08 C4 08 
   94449947, 2,  2Fx, 8, E6 2A 85 5F 00 20 FF 3F 
   94450623, 2,  20x, 8, 18 CA 41 0C F1 00 00 00 
   94450869, 2,  94x, 8, 96 25 82 EC 19 94 80 00 
   94452439, 2, 209x, 8, 2A 03 E8 02 EA 43 79 89 
   94453381, 2, 23Dx, 8, E9 0A 00 00 00 00 00 08 
   94453975, 2, 158x, 4, A6 08 00 00 
   94454357, 2, 151x, 8, 66 78 D2 94 00 80 4D 11 
   94454938, 2,  A1x, 8, 04 AB 4C 40 1E 50 C0 F7 
   94455190, 2,  ACx, 8, 92 8F 7E 7F 63 6F 7F 07 
   94455429, 2,  EAx, 8, E4 2B A2 27 FC 00 81 08 
   94456774, 2,  A3x, 8, 20 AB 53 40 9C 51 C0 31 
   94457020, 2,  ECx, 8, 95 0B 00 00 8C 9C 56 03 
   94458419, 2, 437x, 8, 08 0E 4F B8 E4 FF 7F 00 
   94458965, 2, 154x, 4, 97 0B 00 00 
   94459402, 2,  B1x, 8, A5 4B 7F D2 03 4A 08 31 
   94459942, 2,  74x, 8, 04 1B 00 08 80 00 00 00 
   94460201, 2,  2Fx, 8, 7E 2B 85 5F FF 1F FF 3F 
   94460631, 2,  96x, 8, C2 D6 82 11 80 12 00 10 
   94460877, 2, 159x, 8, 82 02 04 8C 00 7A F7 FF 
   94461785, 2,  98x, 8, 89 5B 2E 90 03 45 10 FF 
   94464011, 2, 419x, 8, FE FE B0 00 F8 C8 00 87 
   94464379, 2,  3Dx, 8, 58 02 14 17 0C 00 00 FF 
   94464939, 2,  87x, 8, D7 0C 00 00 00 00 05 38 
   94468127, 2,  AEx, 8, 01 17 4D 48 02 05 0C FF 
   94468373, 2, 239x, 8, 15 73 FF FF FF FF 7F FF 
   94468912, 2, 435x, 8, A5 0F 9E 70 C9 FF FF 00 
   94469370, 2,  77x, 8, B8 02 F4 0D 04 08 C0 08 
   94469943, 2, 225x, 8, 28 0A 24 00 00 00 00 00 
   94470189, 2,  2Fx, 8, 77 2C 85 5F 00 20 FF 3F 
   94470421, 2,  68x, 1, 02 
   94470667, 2,  94x, 8, 44 57 82 F0 19 94 80 00 
   94473384, 2, 23Dx, 8, 15 0B 00 00 00 00 00 08 
   94473964, 2, 158x, 4, 4D 09 00 00 
   94474941, 2,  A1x, 8, 6F AC 52 40 1F 51 C0 F8 
   94475200, 2,  ACx, 8, E1 80 7E 7F 63 6F 7F 07 
   94475446, 2,  EAx, 8, 38 2C A4 27 FC 80 81 08 
   94476770, 2,  A3x, 8, F5 AC 54 40 9D 51 C0 32 
   94477016, 2,  ECx, 8, 31 0C 00 00 8B 9C 60 03 
   94478388, 2, 23Cx, 8, 78 05 C8 72 64 C8 72 64 
   94478641, 2, 417x, 8, 00 00 00 08 FD FD FE 00 
   94478982, 2, 154x, 4, 76 0C 00 00 
   94479248, 2, 33Dx, 8, 62 D4 13 00 00 20 00 10 
   94479481, 2,  B1x, 8, 30 4D 7F DC 03 45 08 31 
   94479931, 2,  74x, 8, 7A 1C 00 08 80 00 00 00 
   94480177, 2,  2Fx, 8, 65 2D 85 5F 00 20 FF 3F 
   94480587, 2,  96x, 8, CA D8 82 0B 80 12 00 10 
   94480846, 2, 22Dx, 8, 09 00 4A 38 00 50 20 01 
   94481781, 2,  98x, 8, 6E 5C 2E A0 03 45 10 FF 
   94484355, 2,  3Dx, 8, 08 03 14 17 0C 00 00 FF 
   94484942, 2,  87x, 8, 0F 0D 00 00 00 00 05 38 
   94485557, 2,  83x, 8, 6D 01 7A 40 80 16 20 7F 
   94488178, 2,  AEx, 8, FB 18 3E 48 DF 04 0C FF 
   94488410, 2, 23Ex, 8, D7 05 23 16 ED D0 61 00 
   94489400, 2,  77x, 8, 37 03 F4 0D 04 08 BC 08 
   94489953, 2,  2Fx, 8, 89 2E 86 5F 00 20 FF 3F 
   94490561, 2,  94x, 8, 72 29 82 EA 19 94 80 00 
   94490813, 2, 2F7x, 8, E2 5E 2A 3A 32 00 20 2A 
   94492343, 2, 2CFx, 8, 01 00 06 00 00 52 00 01 
   94492602, 2, 3DFx, 8, 05 00 68 8A FF 80 7F 00 
   94493387, 2, 23Dx, 8, F8 0C 00 00 00 00 00 08 
   94493974, 2, 158x, 4, 5F 0A 00 00 
   94494937, 2,  A1x, 8, 52 AD 54 40 20 51 C0 FA 
   94495183, 2,  ACx, 8, 4C 81 7E 7F 63 6F 7F 07 
   94495428, 2,  EAx, 8, F0 2D A7 27 FC 00 81 08 
   94495688, 2, 38Ex, 8, 99 1E 00 00 00 00 00 40 
   94496773, 2,  A3x, 8, 5E AD 53 40 9E 52 C0 34 
   94497019, 2,  ECx, 8, 31 0D 00 00 89 9C 67 03 
   94497531, 2, 20Bx, 8, 04 00 28 0A FC 0F C0 FF 
   94498972, 2, 154x, 4, A7 0D 00 00 
   94499456, 2,  B1x, 8, 23 4F 7F D9 03 4A 08 31 
   94499934, 2,  74x, 8, 59 1D 00 08 80 00 00 00 
   94500180, 2,  2Fx, 8, D5 2F 86 5F 01 20 FF 3F 
   94500740, 2,  96x, 8, 99 DA 82 06 80 12 00 10 
   94501784, 2,  98x, 8, 8D 5D 2F B0 03 46 10 FF 
   94504392, 2,  3Dx, 8, 40 04 14 17 0C 00 00 FF 
   94504945, 2,  87x, 8, 48 0E 00 00 00 00 05 38 
   94508188, 2,  AEx, 8, BC 19 45 48 E6 04 0C FF 
   94509219, 2, 122x, 8, 8A 12 04 0A 00 00 00 00 
   94509451, 2,  77x, 8, 8B 04 F4 0D 04 08 C4 08 
   94509943, 2,  2Fx, 8, 1C 20 87 5F 02 20 FF 3F 
   94510523, 2,  94x, 8, 5B 1B 82 EE 19 94 80 00 
   94510817, 2, 309x, 8, 2F 8D 01 46 00 00 47 80 
   94513377, 2, 23Dx, 8, 53 0D 00 00 00 00 00 08 
   94513977, 2, 158x, 4, A8 0B 00 00 
   94514940, 2,  A1x, 8, 08 AE 55 40 22 53 C0 FB 
   94515199, 2,  ACx, 8, 0D 82 7E 7F 62 6F 7F 07 
   94515445, 2,  EAx, 8, 21 2E AC 27 FC 80 81 08 
   94516776, 2,  A3x, 8, 64 AE 52 40 A0 53 C0 35 
   94517022, 2,  ECx, 8, 22 0E 00 00 86 9C 73 03 
   94518360, 2, 23Cx, 8, D2 06 C8 72 64 C8 72 64 
   94518982, 2, 154x, 4, 79 0E 00 00 
   94519412, 2,  B1x, 8, 81 41 7F DC 03 4A 08 31 
   94519937, 2,  74x, 8, F3 1E 00 08 80 00 00 00 
   94520176, 2,  2Fx, 8, A6 21 87 5F 03 20 FF 3F 
   94520545, 2,  96x, 8, 57 DC 82 00 80 12 00 10 
   94521788, 2,  98x, 8, 49 5E 2F B0 03 47 10 FF 
   94523385, 2, 23Bx, 8, 00 F0 03 A0 FF FF 00 00 
   94523931, 2, 23Fx, 8, 20 88 FF 7F 00 08 08 70 
   94524402, 2,  3Dx, 8, 44 05 14 17 0C 00 00 FF 
   94524948, 2,  87x, 8, 8C 0F 00 00 00 00 05 38 
   94525679, 2,  83x, 8, 87 03 79 40 80 FD 1F 7E 
   94527433, 2, 3F1x, 8, B0 F0 43 68 C6 16 CD 89 
   94528102, 2,  AEx, 8, A2 1A 2F 48 DB 04 0C FF 
   94528341, 2, 363x, 8, FF 10 FF C2 00 00 00 08 
   94528574, 2, 23Ex, 8, 2B 06 23 16 ED D0 61 00 
   94529372, 2,  77x, 8, 5E 05 F4 0D 04 08 C0 08 
   94529953, 2,  2Fx, 8, 8F 22 88 5F 05 20 FF 3F 
   94530512, 2,  94x, 8, D2 ED 81 EC 19 94 80 00 
   94533387, 2, 23Dx, 8, 81 0E 00 00 00 00 00 08 
   94533967, 2, 158x, 4, 30 0C 00 00 
   94534943, 2,  A1x, 8, 86 AF 55 40 23 53 C0 FC 
   94535196, 2,  ACx, 8, 71 83 7D 7E 63 6F 7F 07 
   94535442, 2,  EAx, 8, 0D 2F B0 27 FC 80 81 08 
   94536773, 2,  A3x, 8, 42 AF 4E 40 A1 53 C0 36 
   94537025, 2,  ECx, 8, 88 0F 00 00 83 9C 7D 03 
   94538589, 2, 401x, 8, 78 97 0C 00 00 70 00 00 
   94538978, 2, 154x, 4, 3D 0F 00 00 
   94539463, 2,  B1x, 8, 88 43 7F DC 03 4B 08 31 
   94539940, 2,  74x, 8, 95 1F 00 08 80 00 00 00 
   94540186, 2,  2Fx, 8, 19 23 89 5F 07 20 FF 3F 
   94540534, 2,  96x, 8, AA DE 82 11 80 12 00 10 
   94540794, 2, 22Fx, 8, 88 49 15 00 00 00 00 00 
   94541743, 2,  75x, 8, B5 07 00 00 00 00 00 00 
   94542023, 2,  98x, 8, 83 5F 2F B0 03 47 10 FF 
   94543593, 2, 1E1x, 8, 51 0F 00 67 0F 00 00 00 
   94544385, 2,  3Dx, 8, DD 06 14 17 0C 00 00 FF 
   94544945, 2,  87x, 8, E4 00 00 00 00 00 05 38 
   94547471, 2, 4A4x, 8, 00 00 34 3C 00 F0 FE FF 
   94548106, 2,  AEx, 8, 1D 1B 29 48 D5 04 0C FF 
   94548351, 2, 239x, 8, 29 74 FF FF FF FF 7F FF 
   94549389, 2,  77x, 8, 71 06 FC 0D 08 08 C4 08 
   94549956, 2,  2Fx, 8, 10 24 8A 5F 0A 20 FF 3F 
   94550638, 2,  20x, 8, 9E CB 41 0C F1 00 00 00 
   94550891, 2,  94x, 8, 1F EF 81 F0 19 94 80 00 
   94552680, 2, 209x, 8, 2B 03 E8 1A EA 43 00 49 
   94553410, 2, 23Dx, 8, 2A 0F 00 00 00 00 00 08 
   94553970, 2, 158x, 4, DB 0D 00 00 
   94554373, 2, 151x, 8, 66 78 D2 94 00 80 70 12 
   94554939, 2,  A1x, 8, 27 A0 55 40 24 53 C0 FE 
   94555199, 2,  ACx, 8, 7A 84 7D 7E 64 6F 7F 07 
   94555445, 2,  EAx, 8, 28 20 B4 27 FC 80 81 08 
   94556776, 2,  A3x, 8, EC A0 50 40 A2 53 C0 38 
   94557028, 2,  ECx, 8, 8A 00 00 00 81 9C 87 03 
   94558387, 2, 23Cx, 8, 82 07 C8 72 64 C8 72 64 
   94558981, 2, 154x, 4, FD 00 00 00 
   94559425, 2,  B1x, 8, 8B 45 7F DA 03 4D 08 31 
   94559937, 2,  74x, 8, A3 10 00 08 80 00 00 00 
   94560183, 2,  2Fx, 8, FE 25 8C 5F 0C 20 FF 3F 
   94560551, 2,  96x, 8, FA D0 82 16 80 12 00 10 
   94560797, 2, 159x, 8, 82 02 04 8C 00 7A 6F EB 
   94561787, 2,  98x, 8, A5 50 30 C0 03 47 10 FF 
   94563391, 2, 43Fx, 8, 0C 0A 10 01 02 00 00 00 
   94564422, 2,  3Dx, 8, 4F 07 14 17 0C 00 00 FF 
   94564955, 2,  87x, 8, 3C 01 00 00 00 00 05 38 
   94565549, 2,  83x, 8, 91 05 75 40 80 E9 1F 7D 
   94568129, 2,  AEx, 8, D9 1C 1B 48 C9 04 0C FF 
   94568361, 2, 23Ex, 8, 71 07 23 16 ED D0 61 00 
   94569372, 2,  77x, 8, 79 07 F8 0D 04 08 C0 08 
   94569959, 2, 225x, 8, 4E 0B 24 00 00 00 00 00 
   94570211, 2,  2Fx, 8, 08 26 8D 5F 0F 20 FF 3F 
   94570628, 2,  94x, 8, B8 01 82 ED 19 94 80 00 
   94572765, 2, 3DBx, 8, 02 00 44 00 FA 4A 79 09 
   94573413, 2, 23Dx, 8, F9 00 00 00 00 00 00 08 
   94573973, 2, 158x, 4, 9E 0E 00 00 
   94574943, 2,  A1x, 8, 42 A1 53 40 26 54 C0 00 
   94575202, 2,  ACx, 8, 89 85 7D 7E 64 6F 7F 07 
   94575455, 2,  EAx, 8, 47 21 B1 27 FC 80 81 08 
   94576779, 2,  A3x, 8, 78 A1 54 40 A4 54 C0 39 
   94577032, 2,  ECx, 8, 3D 01 00 00 83 9C 8E 03 
   94578984, 2, 154x, 4, 23 01 00 00 
   94579455, 2,  B1x, 8, 22 47 7F D9 03 4B 08 31 
   94579940, 2,  74x, 8, 23 11 00 08 80 00 00 00 
   94580186, 2,  2Fx, 8, 49 27 8E 5F 12 20 FF 3F 
   94580554, 2,  96x, 8, BF D2 82 16 80 12 00 10 
   94580800, 2, 22Dx, 8, 09 00 4C 18 08 50 B0 25 
   94581797, 2,  98x, 8, BB 51 30 C0 03 48 10 FF 
   94584364, 2,  3Dx, 8, F9 08 14 17 0C 00 00 FF 
   94584944, 2,  87x, 8, 7B 02 00 00 00 00 05 38 
   94588153, 2,  AEx, 8, E5 1D FD 47 AC 04 0C FF 
   94589402, 2,  77x, 8, F4 08 F4 0D 04 08 C0 08 
   94589955, 2,  2Fx, 8, 7D 28 90 5F 15 20 FF 3F 
   94590522, 2,  94x, 8, BD C3 81 EE 19 94 80 00 
   94591744, 2, 2CFx, 8, 01 00 06 00 00 EF 01 01 
   94593396, 2, 23Dx, 8, 52 01 00 00 00 00 00 08 
   94593976, 2, 158x, 4, 75 0F 00 00 
   94594946, 2,  A1x, 8, AA A2 50 40 27 55 C0 01 
   94595198, 2,  ACx, 8, 65 86 7D 7E 64 6F 7F 07 
   94595444, 2,  EAx, 8, D8 22 AF 27 FC 80 81 08 
   94596775, 2,  A3x, 8, 32 A2 57 40 A5 55 C0 3B 
   94597028, 2,  ECx, 8, FA 02 00 00 86 9C 95 03 
   94597492, 2, 20Bx, 8, 04 00 68 12 02 00 00 00 
   94597779, 2, 47Cx, 8, 3F 3F FF F8 FF 00 00 00 
   94598366, 2, 23Cx, 8, 20 08 C8 72 64 C8 72 64 
   94598980, 2, 154x, 4, DB 02 00 00 
   94599465, 2,  B1x, 8, 79 49 7F E6 03 49 08 31 
   94599943, 2,  74x, 8, 38 12 00 08 80 00 00 00 
   94600189, 2,  2Fx, 8, 9A 29 92 5F 17 20 FF 3F 
   94600783, 2,  96x, 8, D0 D4 82 1C 80 12 00 10 
